name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available,brand
Fractal Design Meshify 3 XL Ambience Pro RGB,5499.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,72.6,2,True,Fractal Design
Apevia Prism Elite,2199.79,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,47.9,2,True,Apevia
Rosewill TYRFING,,ATX Mid Tower,ATX,Black,,False,Acrylic,44.0,3,False,Rosewill
Streacom DA6,2780.0,Mini ITX Test Bench,Mini ITX,Silver,,False,Solid,19.9,4,True,Streacom
Sentey CS1-1396,,ATX Mid Tower,ATX,Black,,False,Solid,27.8,5,False,Sentey
Azza Spectra,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,33.4,2,True,Azza
Deepcool CG530,,ATX Mid Tower,ATX,White,,False,Tinted Acrylic,50.0,2,False,DeepCool
SAMA V40,1599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.9,3,True,SAMA
Cooler Master MasterBox MB520,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,50.4,2,False,Cooler Master
Sentey GS-6010,,ATX Mid Tower,ATX,Black,,False,Solid,36.9,5,False,Sentey
Cooler Master CM 690 II Advanced NVIDIA Edition,,ATX Mid Tower,ATX,Black,,False,Acrylic,55.7,4,False,Cooler Master
RAIJINTEK OPHION EVO,1398.0,Mini ITX Desktop,Mini ITX,Black,,False,Acrylic,,1,True,RAIJINTEK
HEC 6C60BS,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,38.4,4,False,HEC
Cooltek UMX1,,Mini ITX Tower,Mini ITX,Black,,False,Solid,,2,False,Cooltek
Montech AIR 1000 SILENT,,ATX Mid Tower,ATX,White,,False,Solid,,2,False,Montech
ZZEW A1 Plus,2199.79,Mini ITX Tower,Mini ITX,Silver,,False,Mesh,5.8,0,True,Desconocida
SilentiumPC Astrum AT6V EVO,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.0,2,False,SilentiumPC
Aerocool Hexform RGB,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,28.0,2,False,Aerocool
Genesis Irid 503,,ATX Mini Tower,ATX,Black,,False,Tempered Glass,38.8,2,False,Desconocida
BitFenix Aegis,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,46.2,4,False,BitFenix
Mars Gaming MCV4,,ATX Mid Tower,ATX,Pink / Black,,False,Tempered Glass,50.9,2,False,Mars Gaming
Thermaltake Core V1,1073.59,Mini ITX Desktop,Mini ITX,Black,,False,Solid,22.4,2,True,Thermaltake
BitFenix Tracery,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.8,4,False,BitFenix
NZXT Beta Evo,,ATX Mid Tower,ATX,Black,,False,Solid,48.9,5,False,NZXT
KOLINK Inspire K6,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,32.7,2,False,KOLINK
Lian Li PC-T80,,ATX Test Bench,ATX,Black,,False,Solid,,6,False,Lian Li
Chieftec BS-10B-300,3340.4,MicroATX Mini Tower,Micro ATX,Black,300.0,True,Solid,14.4,1,True,Chieftec
Geometric Future Model 2 The ARK,,MicroATX Mini Tower,Micro ATX,White,,False,Mesh,40.7,1,False,Geometric Future
Cougar MG140 Air RGB,,MicroATX Mini Tower,Micro ATX,Black / Gray,,False,Tempered Glass,35.3,2,False,Cougar
In Win B1 Pure,,Mini ITX Desktop,Mini ITX,White / Brown,200.0,True,Solid,7.8,0,False,In Win
Fractal Design Pop Silent,1699.8,ATX Mid Tower,ATX,Black,,False,Solid,46.2,2,True,Fractal Design
Lian Li PC-O5S,,HTPC,Mini ITX,White,,False,Tempered Glass,,5,False,Lian Li
In Win Chopin Pro,,HTPC,Mini ITX,Black,200.0,True,Mesh,4.4,0,False,In Win
Sentey BX1-4237 v2.1,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False,Sentey
Thermaltake Divider 200 TG Snow,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,51.6,3,False,Thermaltake
Silverstone FARA 515XR,1399.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.9,2,True,SilverStone
Anidees Crystal,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,Anidees
Antec NX500,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.4,2,False,Antec
KOLINK Nimbus,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,34.2,2,False,KOLINK
Inter-Tech X-908 Infini2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,Inter-Tech
RAIJINTEK Enyo,,ATX Full Tower,ATX,Black,,False,Tempered Glass,185.4,4,False,RAIJINTEK
Logisys CS888CL,,ATX Mid Tower,ATX,Clear,,False,Solid,43.3,6,False,Logisys
KOLINK Rocket Heavy Vented,,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,16.7,1,False,KOLINK
In Win EFS052,,ATX Mini Tower,ATX,Black,,False,Solid,25.4,0,False,In Win
NZXT H5 Flow RGB (2023),1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.0,1,True,NZXT
Cooler Master CM690 II Advanced,,ATX Mid Tower,ATX,Black,,False,Solid,56.3,6,False,Cooler Master
Gigabyte C102 GLASS,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,42.5,2,False,Gigabyte
In Win 216,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.1,2,False,In Win
CiT Mirage F6,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,29.9,2,False,CiT
Chieftec BU-12B-300,,Mini ITX Tower,Mini ITX,Black,300.0,True,Solid,7.5,1,False,Chieftec
darkFlash DB330M,1189.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,29.0,1,True,darkFlash
Corsair iCUE 5000X RGB Planetary,,ATX Mid Tower,ATX,Black / Orange,,False,Tempered Glass,66.2,2,False,Corsair
BitFenix Phenom M Nvidia Edition,,MicroATX Mini Tower,Micro ATX,Black / Green,,False,Solid,30.6,5,False,BitFenix
Silverstone ML05B,1499.8,HTPC,Mini ITX,Black,,False,Solid,,0,True,SilverStone
Deepcool MATREXX 50,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.5,2,False,DeepCool
Jonsbo TK-3,2497.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.3,2,True,Jonsbo
NZXT Vulcan,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,30.3,2,False,NZXT
Chieftec CN-01B-OP,1883.0,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,13.0,3,True,Chieftec
BitFenix Enso Mesh,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.4,2,False,BitFenix
Linkworld 6280-01,,HTPC,Mini ITX,Black / Silver,400.0,True,Solid,21.1,1,False,Linkworld
Mars Gaming MC-S2,1586.8,ATX Mid Tower,ATX,White,,False,Acrylic,19.5,1,True,Mars Gaming
Raidmax Monster II,,ATX Mid Tower,ATX,Black,,False,Acrylic,,2,False,Raidmax
Wesena HTPC-e4-v3-B,,HTPC,Mini ITX,Black,,False,Solid,,2,False,Desconocida
RAIJINTEK COEUS EVO,,ATX Full Tower,ATX,Black,,False,Acrylic,56.8,4,False,RAIJINTEK
MUSETEX MK7-GN5,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,37.4,2,False,MUSETEX
ENDORFY Ventum 200 ARGB,1440.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,35.4,1,True,ENDORFY
Rosewill RS-MI-01,,Mini ITX Tower,Mini ITX,Black,250.0,True,Solid,9.4,1,False,Rosewill
Asus Prime AP202,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,47.9,2,False,ASUS
Cooler Master HAF X,,ATX Full Tower,ATX,Black,,False,Acrylic,75.0,5,False,Cooler Master
Raidmax Fusion ATX-806WB,,ATX Mid Tower,ATX,Gray / Black,,False,Acrylic,41.0,5,False,Raidmax
Maingear Vybe Mk. V,,ATX Mid Tower,ATX,Red / Black,,False,Tempered Glass,38.4,2,False,Desconocida
Vetroo A03,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Vetroo
GALAX REV-03,,MicroATX Mini Tower,Micro ATX,White,,False,Mesh,21.9,1,False,GALAX
Silverstone SG05-B,,Mini ITX Desktop,Mini ITX,Black,300.0,True,Solid,10.7,1,False,SilverStone
Chieftec BE-10B-300,,MicroATX Mini Tower,Micro ATX,Black,300.0,True,Solid,8.8,2,False,Chieftec
In Win CJ712,1960.0,MicroATX Desktop,Micro ATX,Black,265.0,True,Solid,8.0,1,True,In Win
Lian Li PC-8FI,,ATX Mid Tower,ATX,Silver,,False,Solid,80.4,6,False,Lian Li
Corsair 3000D AIRFLOW,1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.5,2,True,Corsair
Deepcool CH270 DIGITAL,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,32.4,1,False,DeepCool
Fractal Design Core 1000 USB 3.0,999.8,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,25.8,2,True,Fractal Design
NZXT Switch 810,,ATX Full Tower,ATX,White / Black,,False,Acrylic,81.3,6,False,NZXT
VIVO CASE-V10G,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,34.8,2,False,VIVO
Tecware Nexus,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Tecware
Apex DM-387,1759.8,HTPC,Mini ITX,Black,275.0,True,Solid,12.8,1,True,Apex
Fractal Design Meshify 2 Nano,,Mini ITX Tower,Mini ITX,White,,False,Tempered Glass,29.3,1,False,Fractal Design
Fractal Design Pop Mini Air,1999.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.5,2,True,Fractal Design
SHARKOON VG5,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,38.3,3,False,SHARKOON
Parvum Systems S2.0,,MicroATX Mini Tower,Micro ATX,Black / White,,False,Acrylic,,2,False,Parvum Systems
GameMax Contac Turbo COC,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,43.0,2,False,GameMax
MSI MAG PANO M100L PZ,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,41.9,1,False,MSI
Rosewill FBM-X2,,MicroATX Mini Tower,Micro ATX,Black,400.0,True,Solid,25.3,1,False,Rosewill
Fractal Design Meshify 2 RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,61.7,6,False,Fractal Design
SAMA ARK,,ATX Full Tower,ATX,Black / Blue,,False,Tempered Glass,,4,False,SAMA
Raidmax Element,,Mini ITX Desktop,Mini ITX,Black / Green,,False,Solid,,2,False,Raidmax
Antec C3 ARGB,1859.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.9,1,True,Antec
Antec VSK-4350E-N,,ATX Mid Tower,ATX,Black,350.0,True,Solid,33.4,5,False,Antec
Streacom BC1,,ATX Test Bench,ATX,Black,,False,Solid,,2,False,Streacom
Phanteks Enthoo 719,,ATX Full Tower,ATX,Black,,False,Tempered Glass,81.4,4,False,Phanteks
Apex MJ-16,,MicroATX Mini Tower,Micro ATX,Black,250.0,True,Solid,16.9,3,False,Apex
Sunbeam ACMI-P-HUVB,,Mini ITX Tower,Mini ITX,Clear,150.0,True,Acrylic,10.3,1,False,Sunbeam
Montech AIR 100 ARGB,1398.0,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.1,2,True,Montech
Xigmatek CCM-38BBW-U01,,ATX Mid Tower,ATX,Black,,False,Acrylic,67.8,8,False,Xigmatek
Corsair Carbide Series 100R,,ATX Mid Tower,ATX,Black,,False,Solid,,4,False,Corsair
RAIJINTEK STYX,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,,3,False,RAIJINTEK
Apevia X-FIT-100,,Mini ITX Tower,Mini ITX,Black,250.0,True,Solid,4.7,0,False,Apevia
GameMax Osmium,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.7,2,False,GameMax
SAMA IM01,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,21.9,5,False,SAMA
Fractal Design Arc Mini R2,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,41.1,6,False,Fractal Design
Athenatech A301BS.400,,MicroATX Mini Tower,Micro ATX,Black / Silver,400.0,True,Solid,27.8,1,False,Athenatech
Azza Mesa,,ATX Desktop,ATX,Silver / Black,,False,Tempered Glass,130.2,2,False,Azza
Foxconn G-007(H),,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,45.4,4,False,Foxconn
nMEDIAPC HTPC 1000B,,HTPC,Mini ITX,Black,,False,Solid,24.4,4,False,nMEDIAPC
Lian Li PC-O5,,HTPC,Mini ITX,Black,,False,Tempered Glass,,2,False,Lian Li
NZXT Phantom 630,,ATX Full Tower,ATX,Gunmetal,,False,Acrylic,92.0,6,False,NZXT
HEC 6T18BB,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,21.6,1,False,HEC
VIVO CASE-V00,,ATX Mini Tower,ATX,Black,,False,Solid,,2,False,VIVO
Geometric Future Model 5 Vent Fanless,2198.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.8,2,True,Geometric Future
Apex TM366BK,,MicroATX Mid Tower,Micro ATX,Black,300.0,True,Solid,25.0,1,False,Apex
Phanteks Enthoo Pro M TG,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,56.4,2,False,Phanteks
Lian Li A4-H20 X4,3099.8,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,11.1,0,True,Lian Li
Silverstone SG02B-F-USB3.0,,MicroATX Desktop,Micro ATX,Black,,False,Solid,22.4,2,False,SilverStone
Streacom DA2 V2,5180.0,Mini ITX Desktop,Mini ITX,Black,,False,Solid,17.5,0,True,Streacom
KOLINK Refine,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.6,2,False,KOLINK
Silverstone FARA R1 PRO,2177.19,ATX Mid Tower,ATX,White,,False,Tempered Glass,36.0,1,True,SilverStone
Jonsbo UMX6,,ATX Full Tower,ATX,Black,,False,Tempered Glass,54.1,2,False,Jonsbo
RIOTORO CR1280 PRISM RGB,,ATX Full Tower,ATX,Black,,False,Acrylic,70.6,4,False,RIOTORO
Xigmatek Nemesis M,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,26.7,2,False,Xigmatek
BitFenix Aegis,,MicroATX Mid Tower,Micro ATX,White,,False,Acrylic,46.2,4,False,BitFenix
ENDORFY Signum 300 ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.9,2,False,ENDORFY
Linkworld 313-06-C2228,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,35.2,5,False,Linkworld
Thermaltake CTE E600,2599.8,ATX Mid Tower,ATX,Blue,,False,Tempered Glass,77.4,2,True,Thermaltake
In Win IW-V605T2.CQ350TBL,,MicroATX Mini Tower,Micro ATX,Black,350.0,True,Solid,22.9,1,False,In Win
Phanteks Evolv Shift Air,,Mini ITX Tower,Mini ITX,Black,,False,Mesh,24.0,1,False,Phanteks
Thermaltake H590 TG ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.1,2,False,Thermaltake
Noua Utopia F2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.4,3,False,Noua
DIYPC G580,,ATX Mid Tower,ATX,Black,,False,Acrylic,,3,False,DIYPC
Sentey Arvina Extreme Division,,ATX Full Tower,ATX,Black,,False,Solid,60.7,5,False,Sentey
Cooler Master Elite 100,,MicroATX Slim,Micro ATX,Black,150.0,True,Solid,5.6,2,False,Cooler Master
Silverstone RV05B,,ATX Mid Tower,ATX,White / Black,,False,Solid,63.8,2,False,SilverStone
Apex PC-375,,ATX Mid Tower,ATX,Black,300.0,True,Solid,33.2,4,False,Apex
GALAX REV-05,,ATX Full Tower,ATX,White,,False,Tempered Glass,39.5,2,False,GALAX
Aerocool Prism V2 RGB,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.7,2,True,Aerocool
YEYIAN Blade 2100,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.6,2,False,YEYIAN
Zalman CUBIX,759.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,1,True,Zalman
Chieftec FI-01B-U3,,Mini ITX Desktop,Mini ITX,Black / Silver,250.0,True,Solid,,1,False,Chieftec
Inter-Tech SC-4100,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,10.6,0,False,Inter-Tech
Fractal Design Meshify S2,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,58.3,3,False,Fractal Design
Chieftec Chieftronic G1,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,50.2,2,False,Chieftec
BitFenix Raider,,ATX Mid Tower,ATX,Black,,False,Solid,,6,False,BitFenix
APNX V1,2999.8,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,70.4,2,True,APNX
Aerocool Strike-X Air,,ATX Test Bench,ATX,Black / Red,,False,Solid,,3,False,Aerocool
Silverstone RL06,,ATX Mid Tower,ATX,Black / Red,,False,Acrylic,43.4,3,False,SilverStone
MUSETEX G07-S6,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.9,1,False,MUSETEX
Cubitek MagicCube-AIO,,ATX Mid Tower,ATX,Black,,False,Solid,,5,False,Cubitek
CFI Pharaoh Evo,,ATX Full Tower,ATX,Black,,False,Acrylic,109.4,10,False,CFI
Element Gaming Hyperion,,MicroATX Mid Tower,Micro ATX,Black / Blue,,False,Acrylic,,5,False,Desconocida
Phanteks Enthoo EVOLV ATX,,ATX Mid Tower,ATX,Silver,,False,Acrylic,,5,False,Phanteks
Nanoxia Deep Silence 3,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,,5,False,Nanoxia
Noua Utopia F12,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.4,3,False,Noua
Athena Power CA-601YW95,,ATX Full Tower,ATX,Yellow,950.0,True,Acrylic,50.6,4,False,Athena Power
XClio XCLIO 777Color,,ATX Full Tower,ATX,Black,,False,Solid,93.2,8,False,XClio
Ocelot OGEC01,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,31.7,2,False,Desconocida
Gigabyte GZ-ZHSGWJ,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,8,False,Gigabyte
Razer Tomahawk ATX,4399.59,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,,3,True,Razer
LEPA LPC306(2U3),,ATX Mid Tower,ATX,Black,,False,Acrylic,,3,False,Desconocida
Silverstone Lucid LD03,2996.2,Mini ITX Tower,Mini ITX,,,False,Tinted Tempered Glass,25.2,1,True,SilverStone
Enermax StarryKnight SK30 RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,Enermax
NOX LITE030,,MicroATX Mid Tower,Micro ATX,Black,500.0,True,Solid,19.6,3,False,NOX
GAMDIAS TALOS M1A,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,GAMDIAS
Cooler Master NCORE 100 AIR,2799.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,16.4,0,True,Cooler Master
Azza Bastion 120,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,35.9,2,False,Azza
Jonsbo N10,1239.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,4.5,0,True,Jonsbo
Aerocool DS Cube,,MicroATX Mini Tower,Micro ATX,Black / Orange,,False,Solid,41.5,2,False,Aerocool
Anidees AI Crystal Cube Lite,,ATX Desktop,ATX,Black,,False,Tempered Glass,50.5,3,False,Anidees
Diablotek CPA-3570,,ATX Mid Tower,ATX,Black,,False,Solid,38.4,4,False,Diablotek
Cooler Master QUBE 500 Flatpack Macaron Edition,1999.8,ATX Mid Tower,ATX,Multicolor,,False,Tempered Glass,38.9,4,True,Cooler Master
Cooler Master HAF 700 EVO,8999.79,ATX Full Tower,ATX,Gray / Black,,False,Tempered Glass,,12,True,Cooler Master
HYTE Y70 Touch,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,70.7,2,False,HYTE
Antec Dark League DF800 FLUX,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False,Antec
GAMDIAS ARGUS M2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,GAMDIAS
Zalman HD160,,HTPC,Mini ITX,Silver / Black,,False,Solid,29.4,4,False,Zalman
Azza Taurus 5000W,,ATX Full Tower,ATX,White,,False,Acrylic,,8,False,Azza
FSP Group CUT593A,,ATX Full Tower,ATX,Black,,False,Tempered Glass,62.6,3,False,FSP
Corsair Carbide Series Air 240,,MicroATX Mid Tower,Micro ATX,White,,False,Acrylic,32.8,3,False,Corsair
Vetroo AL900,1599.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.1,0,True,Vetroo
Lian Li PC-A05FNB,,ATX Mid Tower,ATX,Black,,False,Solid,40.4,3,False,Lian Li
Noua Ego Z5,,ATX Full Tower,ATX,Black,,False,Tempered Glass,104.6,2,False,Noua
Rosewill FBM-X3,1799.8,MicroATX Mid Tower,Micro ATX,Black,650.0,True,Tempered Glass,37.0,2,True,Rosewill
Apex MI-008,1367.8,Mini ITX Tower,Mini ITX,Black,250.0,True,Solid,8.5,1,True,Apex
BitFenix Prodigy,,Mini ITX Tower,Mini ITX,White,,False,Solid,36.0,5,False,BitFenix
Jonsbo D32 PRO MESH,1499.8,MicroATX Desktop,Micro ATX,,,False,Mesh,25.7,2,True,Jonsbo
Apex DM-318,,HTPC,Mini ITX,Black,275.0,True,Solid,12.8,1,False,Apex
Rosewill FBM-X2-400-HELIX,1199.8,MicroATX Mini Tower,Micro ATX,Black,400.0,True,Solid,25.3,1,True,Rosewill
Thermaltake The Tower 250,3099.6,Mini ITX Tower,Mini ITX,Blue / Pink,,False,Tempered Glass,42.7,1,True,Thermaltake
Aerocool Aero One Mini Eclipse,,MicroATX Mini Tower,Micro ATX,White / Black,,False,Tempered Glass,,2,False,Aerocool
be quiet! Pure Base 600,2398.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,50.9,3,True,be quiet!
SHARKOON Skiller SGC1 Window,,ATX Mid Tower,ATX,Green,,False,Acrylic,47.5,2,False,SHARKOON
BitFenix Garen,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.3,2,False,BitFenix
Thermaltake S100,1499.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,True,Thermaltake
Inter-Tech IM-1 POCKET,,MicroATX Mini Tower,Micro ATX,Black,,False,Mesh,21.9,4,False,Inter-Tech
Azza Sirius 206,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,38.3,3,False,Azza
SHARKOON Skiller SGC1 Window,,ATX Mid Tower,ATX,Blue,,False,Acrylic,47.5,2,False,SHARKOON
Thermaltake Commander MS/I Snow Edition,,ATX Mid Tower,ATX,White / Black,,False,Acrylic,41.9,5,False,Thermaltake
In Win BUC,,ATX Mid Tower,ATX,Black,,False,Solid,51.4,5,False,In Win
DIYPC Mirage-D1,,ATX Mid Tower,ATX,Black / White,,False,Acrylic,37.2,4,False,DIYPC
Sentey BX1-4285 v2.1,,ATX Mid Tower,ATX,Black,,False,Solid,40.2,4,False,Sentey
Enermax MarbleShell M MS20 ARGB,,MicroATX Mini Tower,Micro ATX,White / Black,,False,Tempered Glass,,2,False,Enermax
Antec Skeleton,,ATX Mini Tower,ATX,Silver / Black,,False,Solid,51.9,2,False,Antec
In Win BQ656.AD80TBL,,Mini ITX Tower,Mini ITX,Black,80.0,True,Solid,3.3,0,False,In Win
Asus TUF Gaming GT502 Plus,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,57.2,4,False,ASUS
NZXT CRFT 08 H510 Valhalla,,ATX Mid Tower,ATX,Black / Gray,,False,Tempered Glass,41.3,2,False,NZXT
Deepcool CH260,,MicroATX Desktop,Micro ATX,Black,,False,Tempered Glass,30.8,1,False,DeepCool
Asus TUF Gaming GT502,3599.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,57.2,4,True,ASUS
SilentiumPC Regnum RG4T,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,46.8,3,False,SilentiumPC
Lian Li TU150,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,23.8,1,False,Lian Li
Lian Li PC-60FN,,ATX Mid Tower,ATX,Black,,False,Solid,47.9,4,False,Lian Li
Vetroo K2,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,,0,False,Vetroo
Antec Dark Phantom DP301M,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,,2,False,Antec
Raidmax Smilodon ATX-612WB,,ATX Mid Tower,ATX,Black / White,500.0,True,Acrylic,47.5,4,False,Raidmax
Zalman T8,859.0,ATX Mid Tower,ATX,Black,,False,Solid,33.4,2,True,Zalman
be quiet! Silent Base 801,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,5,False,be quiet!
SSUPD Meshroom D,1999.8,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,15.0,3,True,SSUPD
Deepcool CH370,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,38.3,2,False,DeepCool
Raidmax Viper II,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,3,False,Raidmax
GAMDIAS MARS E2,1599.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,True,GAMDIAS
RAIJINTEK STYX,1799.8,MicroATX Mini Tower,Micro ATX,Silver,,False,Solid,,3,True,RAIJINTEK
Phanteks XT M3,1359.6,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,40.0,1,True,Phanteks
HYTE Mori Calliope Y40,6999.8,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,49.7,1,True,HYTE
Silverstone FT01-B,,ATX Mid Tower,ATX,Silver,,False,Acrylic,51.7,7,False,SilverStone
HEC 7106BB,,ATX Desktop,ATX,Black,,False,Solid,28.7,2,False,HEC
Apevia X-Telstar,,ATX Full Tower,ATX,Black,,False,Acrylic,52.7,5,False,Apevia
SAMA NEVIEW 4503,,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.7,0,False,SAMA
NZXT S340 Elite Hyper Beast,,ATX Mid Tower,ATX,Multicolor,,False,Tempered Glass,41.6,2,False,NZXT
Mars Gaming MC-VIEW,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,32.1,1,False,Mars Gaming
Parvum Systems S1.0,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,,2,False,Parvum Systems
GameMax N80,2339.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.0,1,True,GameMax
iBuypower Element 9,2299.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.2,2,True,iBuypower
Thermaltake H570 TG ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.8,2,False,Thermaltake
Aerocool Viewport Mini V1,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,35.0,1,False,Aerocool
KOLINK Big Chungus UNIT,,ATX Full Tower,ATX,Black,,False,Tempered Glass,146.1,2,False,KOLINK
Rosewill Legacy U2-S,,Mini ITX Tower,Mini ITX,Silver,,False,Solid,15.4,2,False,Rosewill
HEC 6K28BBOH48D,,MicroATX Mini Tower,Micro ATX,Black,485.0,True,Solid,29.1,2,False,HEC
Broadway Com Corp 937PK,,MicroATX Mid Tower,Micro ATX,Black / Gray,420.0,True,Solid,25.5,4,False,Broadway Com
Cooltek Antiphon,,ATX Mid Tower,ATX,Black,,False,Solid,,4,False,Cooltek
Jonsbo TB01,,ATX Test Bench,ATX,Black,,False,Solid,50.5,4,False,Jonsbo
Zalman T2 Plus,,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,,2,False,Zalman
