name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance 32 GB,2179.79,"5,6200","2,16",3.406,Black,11.613,36.0
GOODRAM IRDM 32 GB,,"5,6400","2,16",,Black,10.0,32.0
Corsair Vengeance 8 GB,1219.59,"3,1600","2,4",7.622,Black / Silver,11.25,9.0
Crucial Ballistix 16 GB,,"4,3200","2,8",,White,10.0,16.0
G.Skill TridentZ RGB 16 GB,3780.0,"4,4000","2,8",11.812,Black,8.5,17.0
G.Skill Trident Z5 48 GB,,"5,8000","2,24",,Black,10.0,40.0
Crucial Ballistix Sport LT 16 GB,,"4,3200","2,8",,Silver / Black,10.0,16.0
Acer Predator Vesta II RGB 64 GB,,"5,6000","2,32",,Black,10.0,30.0
G.Skill Trident Z RGB 32 GB,,"4,4400","2,16",,Black,8.636,19.0
TEAMGROUP T-Force Xtreem 32 GB,3099.8,"5,7600","2,16",4.843,Pink,9.474,36.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,799.8,"4,3600","2,8",2.499,Black,10.0,18.0
TEAMGROUP T-Force Vulcanα 32 GB,1649.8,"5,5600","2,16",2.578,Black / Silver,14.286,40.0
Kingston ValueRAM 16 GB,1164.0,"4,3200","1,16",3.638,,13.75,22.0
Corsair Vengeance RGB 32 GB,2359.79,"5,6200","2,16",3.687,Black,11.613,36.0
Kingston Fury Renegade RGB 96 GB,7399.8,"5,6400","2,48",3.854,Silver / Black,10.0,32.0
Kingston KCP424SS6/4 4 GB,100.0,"4,2400","1,4",1.25,Green / Black,14.167,17.0
Corsair Vengeance RGB 64 GB,3380.0,"5,5200","2,32",2.641,Black / Gray,15.385,40.0
Corsair Dominator Platinum RGB 64 GB,,"5,5600","2,32",,Black,14.286,40.0
ADATA XPG LANCER RGB 64 GB,5925.4,"5,6400","2,32",4.629,Black,10.0,32.0
Corsair Vengeance LPX 16 GB,755.8,"4,2400","1,16",2.362,Black,11.667,14.0
Kingston HyperX Fury 8 GB,,"4,2133","2,4",,Black / White,13.127,14.0
Corsair Vengeance LPX 16 GB,1459.6,"4,3200","1,16",4.561,Black / Yellow,10.0,16.0
G.Skill Trident Z5 32 GB,1959.8,"5,6000","2,16",3.062,Black,12.0,36.0
V-Color Prism Pro 32 GB,,"4,3600","2,16",,Black,10.0,18.0
Mushkin Redline 32 GB,,"5,4800","2,16",,Black,16.667,40.0
G.Skill Ripjaws M5 RGB 32 GB,1799.8,"5,5200","2,16",2.812,Black,15.385,40.0
Corsair Vengeance RGB 96 GB,5899.8,"5,6000","4,24",3.073,Black,13.333,40.0
Kingston FURY Beast 16 GB,1300.0,"5,4800","2,8",4.062,Black,15.833,38.0
Patriot Signature Premium 8 GB,399.6,"4,2400","1,8",2.498,Black,14.167,17.0
G.Skill Ripjaws V 32 GB,,"4,3200","4,8",,Black,10.0,16.0
TEAMGROUP T-Force DELTAα RGB 32 GB,1849.8,"5,6000","2,16",2.89,Black,12.667,38.0
G.Skill Trident Z Neo 32 GB,2339.79,"4,3600","4,8",3.656,Silver / Black,10.0,18.0
Timetec PINNACLE Konduit 16 GB,619.79,"4,3600","1,16",1.937,White,10.0,18.0
G.Skill Trident Z Royal 128 GB,15980.0,"4,3600","4,32",6.242,Gold,8.889,16.0
Biwin Black Opal DW100 RGB 32 GB,,"5,6000","2,16",,Black,10.0,30.0
Kingston FURY Beast 32 GB,2786.8,"5,6000","2,16",4.354,White,10.0,30.0
G.Skill Ripjaws M5 RGB 64 GB,3099.8,"5,5200","2,32",2.422,White,15.385,40.0
ADATA XPG SPECTRIX D41 16 GB,,"4,3200","2,8",,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 64 GB,3599.8,"5,6000","2,32",2.812,Black,12.667,38.0
Corsair Vengeance LPX 64 GB,,"4,3600","4,16",,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 32 GB,3199.8,"5,8000","2,16",5.0,Black / Silver,9.5,38.0
G.Skill Trident Z RGB 16 GB,1139.8,"4,3000","2,8",3.562,Black,10.667,16.0
SK Hynix HMT41GU6MFR8C-PB 8 GB,,"3,1600","1,8",,Blue,13.75,11.0
G.Skill TridentZ RGB 64 GB,,"4,4600","2,32",,Black,8.696,20.0
Silicon Power XPOWER Storm RGB 64 GB,,"5,8000","2,32",,Black,9.5,38.0
Kingston Server Premier 32 GB,3659.8,"5,5600","1,32",5.718,Green / Black,16.429,46.0
Kingston FURY Beast RGB 32 GB,2995.4,"5,6000","2,16",4.68,Black,10.0,30.0
G.Skill Trident Z5 RGB 48 GB,4580.6,"5,6000","2,24",4.771,Black,13.333,40.0
G.Skill Ripjaws M5 RGB 32 GB,1999.8,"5,6000","2,16",3.125,White,12.0,36.0
Corsair Vengeance RGB 64 GB,3799.8,"5,5600","2,32",2.969,Black / Gray,14.286,40.0
Corsair Vengeance 64 GB,2999.8,"5,5200","2,32",2.344,Gray,15.385,40.0
ADATA XPG GAMMIX D10 32 GB,,"4,3200","2,16",,Black / Silver,10.0,16.0
Corsair Vengeance LPX 32 GB,,"4,3200","2,16",,White,10.0,16.0
ADATA AD4U266638G19-S 8 GB,,"4,2666","1,8",,Green / Black,14.254,19.0
Corsair Vengeance LPX 32 GB,2499.79,"4,2400","2,16",3.906,Black / Yellow,11.667,14.0
Kingston FURY Renegade 32 GB,,"4,3600","2,16",,Black,8.889,16.0
Timetec PINNACLE Konduit RGB 16 GB,799.8,"4,3600","2,8",2.499,White,10.0,18.0
Samsung M393A8G40MB2-CVF 64 GB,2999.8,"4,2933","1,64",2.344,Green / Black,14.32,21.0
Lexar THOR 8 GB,,"4,3200","1,8",,Black,10.0,16.0
G.Skill Trident Z5 Neo RGB 48 GB,5689.0,"5,6000","2,24",5.926,Black,13.333,40.0
G.Skill Trident Z RGB 16 GB,1179.8,"4,4000","2,8",3.687,Black,9.0,18.0
Thermaltake TOUGHRAM XG RGB D5 32 GB,3099.6,"5,6000","2,16",4.843,White / Silver,12.0,36.0
Corsair Vengeance RGB 96 GB,7959.8,"5,6400","4,24",4.146,Black / Gray,10.0,32.0
PNY Performance 8 GB,326.39,"4,3200","1,8",2.04,Black,13.75,22.0
G.Skill Trident Z5 RGB 32 GB,1859.8,"5,5600","2,16",2.906,Black,12.857,36.0
G.Skill Ripjaws S5 48 GB,,"5,6400","2,24",,Black,10.0,32.0
TEAMGROUP T-Force Delta RGB 32 GB,2759.8,"5,7600","2,16",4.312,Black / Silver,9.474,36.0
G.Skill Flare X5 16 GB,,"5,5600","1,16",,Black,12.857,36.0
G.Skill Trident Z5 Royal 32 GB,3199.8,"5,7600","2,16",5.0,Silver,9.474,36.0
G.Skill Value 4 GB,294.4,"3,1600","1,4",3.68,Green,13.75,11.0
G.Skill Trident Z5 Neo RGB 32 GB,2779.8,"5,6400","2,16",4.343,,10.0,32.0
TEAMGROUP Xtreem 32 GB,2439.79,"5,7200","2,16",3.812,Black,9.444,34.0
G.Skill Ripjaws V 32 GB,1399.6,"4,3200","1,32",2.187,Black,10.0,16.0
Klevv CRAS X RGB 16 GB,1039.8,"4,3600","2,8",3.249,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 16 GB,879.8,"4,3200","2,8",2.749,Black,10.0,16.0
Patriot Viper Elite 5 RGB 48 GB,2799.8,"5,6000","2,24",2.916,White,14.0,42.0
Corsair Dominator Platinum RGB 32 GB,3728.39,"4,3600","4,8",5.826,White,10.0,18.0
TEAMGROUP T-Force Vulcan 16 GB,1711.8,"5,5200","1,16",5.349,Red,15.385,40.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,6000","2,32",,Black,10.0,30.0
Silicon Power XPOWER Storm RGB 32 GB,,"5,6400","2,16",,Black,10.0,32.0
Samsung M393A4K40CB1-CRC 32 GB,1199.59,"4,2400","1,32",1.874,Green / Black,14.167,17.0
G.Skill Trident Z5 Royal 32 GB,3699.8,"5,7200","2,16",5.781,Gold,9.444,34.0
G.Skill Flare X5 48 GB,2659.8,"5,6000","2,24",2.771,Black,13.333,40.0
Kingston FURY Beast 32 GB,2477.4,"5,6000","1,32",3.871,Black,10.0,30.0
Silicon Power XPOWER Storm RGB 64 GB,3199.8,"5,6000","2,32",2.5,Gray,12.667,38.0
Crucial Ballistix Elite 16 GB,3199.2,"4,2666","2,8",9.998,Black,12.003,16.0
Corsair Dominator Titanium 32 GB,3779.8,"5,6400","2,16",5.906,Black,10.0,32.0
Kingston FURY Beast 64 GB,3499.8,"5,5200","2,32",2.734,Black,15.385,40.0
Corsair Dominator Platinum RGB 32 GB,4219.8,"5,7600","2,16",6.593,Black,9.474,36.0
Kingston FURY Beast 8 GB,698.0,"5,5200","1,8",4.362,Black,15.385,40.0
G.Skill Trident Z5 RGB 64 GB,4399.8,"5,6000","2,32",3.437,White / Black,10.0,30.0
Crucial Ballistix 16 GB,,"4,3000","2,8",,Red,10.0,15.0
G.Skill Ripjaws S5 32 GB,2199.79,"5,6000","2,16",3.437,White,10.0,30.0
Kingston FURY Beast 64 GB,4818.6,"5,6000","2,32",3.765,Black,10.0,30.0
Corsair Vengeance RGB Pro 32 GB,2699.8,"4,3600","4,8",4.218,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 48 GB,4999.8,"5,8200","2,24",5.208,Black,9.268,38.0
Corsair Vengeance 32 GB,1979.8,"5,5600","1,32",3.093,Black / Gray,14.286,40.0
Kingston FURY Renegade 96 GB,7969.8,"5,6400","2,48",4.151,Silver / Black,10.0,32.0
Crucial CT8G4DFS8213 8 GB,380.0,"4,2133","1,8",2.375,Black / Green,14.065,15.0
Corsair Dominator Platinum 64 GB,,"4,3466","4,16",,Black / Silver,9.233,16.0
Kingston FURY Beast RGB 32 GB,2791.2,"5,6000","2,16",4.361,White,12.0,36.0
Patriot Viper Steel RGB 64 GB,3459.8,"4,3600","2,32",2.703,Black,11.111,20.0
G.Skill Trident Z5 Neo RGB 64 GB,,"5,6000","2,32",,Black / Silver,8.667,26.0
TEAMGROUP T-Force Delta RGB 48 GB,3599.8,"5,7200","2,24",3.75,Black,9.444,34.0
Kingston FURY Beast 64 GB,5600.0,"4,3600","2,32",4.375,Black / Silver,10.0,18.0
Kingston FURY Beast 16 GB,1116.0,"5,5600","1,16",3.487,Black,12.857,36.0
G.Skill Trident Z5 Neo RGB 32 GB,,"5,6000","2,16",,Black / Silver,8.667,26.0
Samsung M471B5273DH0-CK0 4 GB,205.0,"3,1600","1,4",2.562,Green,13.75,11.0
Corsair Vengeance RGB 48 GB,4039.8,"5,6000","2,24",4.208,Black / Silver,10.0,30.0
Crucial CT2K16G4RFD4213 32 GB,1125.0,"4,2133","2,16",1.758,Green,14.065,15.0
Corsair Vengeance LPX 8 GB,698.6,"4,2666","2,4",4.366,Black / Yellow,12.003,16.0
Kingston FURY 128 GB,5499.8,"5,5200","4,32",2.148,White,15.385,40.0
TEAMGROUP T-Force Delta RGB 48 GB,4299.8,"5,8000","2,24",4.479,White,9.5,38.0
TEAMGROUP T-Force Vulcan 32 GB,1759.8,"5,5600","2,16",2.75,Black,12.857,36.0
Silicon Power XPOWER Turbine RGB 32 GB,,"4,3200","2,16",,Silver / Black,10.0,16.0
Corsair Dominator Titanium 48 GB,4799.8,"5,7000","2,24",5.0,White,10.286,36.0
Corsair Vengeance 32 GB,2214.6,"5,6000","2,16",3.46,Black,13.333,40.0
Patriot Viper Elite 5 RGB 32 GB,2159.79,"5,7000","2,16",3.375,White,10.857,38.0
G.Skill Ripjaws M5 RGB 32 GB,1799.8,"5,5200","2,16",2.812,White,15.385,40.0
Kingston FURY Beast RGB 64 GB,3599.8,"5,5600","2,32",2.812,Black,12.857,36.0
ADATA Premier 16 GB,1149.0,"5,4800","1,16",3.591,Black,16.667,40.0
ADATA XPG SPECTRIX D35G RGB 16 GB,1940.2,"4,3200","1,16",6.063,Black,10.0,16.0
Kingston Server Premier 32 GB,5980.0,"4,2933","1,32",9.344,,14.32,21.0
Gigabyte AORUS RGB 16 GB,,"4,3600","2,8",,Black,10.0,18.0
Timetec PINNACLE Konduit RGB 16 GB,739.8,"4,3200","2,8",2.312,White,10.0,16.0
Timetec 75TT24NU2R8-8G 16 GB,,"4,2400","1,16",,Black,14.167,17.0
Crucial CT2K32G56C46S5 64 GB,4926.6,"5,5600","2,32",3.849,Black,16.429,46.0
G.Skill Ripjaws S5 32 GB,2099.79,"5,6000","2,16",3.281,Black,10.667,32.0
Corsair Dominator Platinum RGB 32 GB,2819.8,"5,5200","2,16",4.406,Black / Silver,15.385,40.0
G.Skill Aegis 16 GB,694.4,"4,2400","2,8",2.17,Black / Red,14.167,17.0
G.Skill Flare X5 32 GB,2676.0,"5,5600","2,16",4.181,Black,10.714,30.0
TEAMGROUP T-Force Vulcan 64 GB,3319.8,"5,6000","2,32",2.594,Red,12.667,38.0
Corsair Vengeance 48 GB,2679.8,"5,5200","2,24",2.791,Black,14.615,38.0
Corsair Vengeance RGB 48 GB,3899.8,"5,7200","2,24",4.062,Black,10.0,36.0
Corsair Vengeance RGB 96 GB,8013.8,"5,6000","4,24",4.174,Black,10.0,30.0
Crucial CT102464BD160B 8 GB,339.6,"3,1600","1,8",2.123,Black / Green,13.75,11.0
Crucial CT8G4DFD8213 8 GB,499.79,"4,2133","1,8",3.124,Black / Green,14.065,15.0
ADATA XPG LANCER 16 GB,,"5,5200","2,8",,Black,14.615,38.0
Crucial CT2K48G56C46S5 96 GB,3897.8,"5,5600","2,48",,Black,16.429,46.0
TEAMGROUP Xtreem 48 GB,4359.8,"5,8000","2,24",4.541,Black,9.5,38.0
Kingston FURY Beast RGB 16 GB,1720.8,"5,6000","2,8",5.378,Black,10.0,30.0
ADATA XPG SPECTRIX D35G RGB 32 GB,2631.6,"4,3600","2,16",4.112,Black,10.0,18.0
Corsair Vengeance 32 GB,2859.8,"5,6600","2,16",4.468,Black,9.697,32.0
ADATA XPG Lancer Blade RGB 64 GB,6549.4,"5,6000","2,32",5.117,Black,10.0,30.0
GOODRAM IRDM PRO 16 GB,,"4,3600","2,8",,Black,10.0,18.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,3999.8,"5,8000","2,16",6.25,Gold,9.5,38.0
Klevv CRAS X RGB 32 GB,1759.8,"4,3600","2,16",2.75,Black,10.0,18.0
Corsair Vengeance 64 GB,3959.8,"5,5600","2,32",3.094,Black / Gray,14.286,40.0
Patriot Viper Steel 16 GB,719.8,"4,3600","1,16",2.249,Gray,10.0,18.0
ADATA XPG Lancer Blade 64 GB,6795.0,"5,6000","2,32",5.309,Black,10.0,30.0
Corsair Vengeance 64 GB,3219.8,"5,4400","2,32",2.515,Black / Gray,16.364,36.0
Patriot Viper Venom 32 GB,1459.6,"5,5200","1,32",2.281,Black / White,13.846,36.0
Corsair Dominator Platinum RGB 64 GB,3999.8,"5,5200","2,32",3.125,Black,15.385,40.0
Corsair Vengeance RGB 64 GB,5440.0,"5,6200","4,16",4.25,Black / Gray,10.323,32.0
Kingston HyperX Predator 16 GB,,"4,3200","2,8",,Black / Silver,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,2739.8,"5,6800","2,16",4.281,Black / Silver,10.0,34.0
TEAMGROUP Elite 16 GB,819.8,"5,4800","1,16",2.562,Black,16.667,40.0
Lexar Ares RGB 32 GB,,"4,3600","2,16",,Black,10.0,18.0
ADATA XPG SPECTRIX D50 16 GB,,"4,3600","2,8",,Black,10.0,18.0
G.Skill Trident Z5 64 GB,4099.8,"5,6000","2,32",3.203,Black,10.667,32.0
TEAMGROUP T-Create Classic 32 GB,1759.8,"5,6000","2,16",2.75,Black,16.0,48.0
Kingston FURY Beast RGB 32 GB,2379.79,"5,5600","2,16",3.718,Black,14.286,40.0
Patriot Viper Venom RGB 16 GB,,"5,5200","1,16",,Black / White,13.846,36.0
G.Skill Trident Z5 48 GB,,"5,7200","2,24",,Black,10.0,36.0
G.Skill Value 8 GB,,"4,2666","1,8",,Black,14.254,19.0
G.Skill Ripjaws S5 64 GB,3599.8,"5,5600","2,32",2.812,Black,10.714,30.0
Silicon Power XPOWER Storm RGB 32 GB,,"5,6400","2,16",,Black,10.0,32.0
G.Skill Trident Z5 Neo RGB 32 GB,2500.0,"5,6400","2,16",3.906,,10.0,32.0
G.Skill Trident Z5 RGB 48 GB,2199.79,"5,5600","2,24",2.291,Black,14.286,40.0
Corsair Vengeance RGB Pro 16 GB,1759.8,"4,3600","1,16",5.499,Black,10.0,18.0
Corsair Vengeance 32 GB,,"3,2133","4,8",,Black / Silver,9.376,10.0
TEAMGROUP T-Create Classic 64 GB,3199.8,"5,6000","2,32",2.5,Black,16.0,48.0
Klevv BOLT V 32 GB,2059.79,"5,6800","2,16",3.218,Black,10.0,34.0
Corsair Vengeance LPX 32 GB,1651.2,"4,3000","1,32",2.58,Black / Yellow,10.667,16.0
G.Skill Trident Z RGB 64 GB,,"4,4400","2,32",,,8.636,19.0
Patriot Signature Line 8 GB,479.79,"4,3200","1,8",2.999,,13.75,22.0
Kingston FURY Renegade 48 GB,3479.8,"5,6000","1,48",3.625,Silver / Black,10.667,32.0
TEAMGROUP T-Force Delta RGB 48 GB,4999.8,"5,8200","2,24",5.208,White,9.268,38.0
Patriot Viper Steel RGB 16 GB,1059.8,"4,3600","2,8",3.312,Black,11.111,20.0
Corsair Vengeance 16 GB,2981.2,"3,1600","4,4",9.316,Black / Yellow,11.25,9.0
V-Color TRA564G60D434Q 256 GB,36799.8,"5,6000","4,64",7.187,White,11.333,34.0
Corsair Vengeance RGB Pro SL 16 GB,1199.8,"4,3200","2,8",3.749,Black,10.0,16.0
Corsair Vengeance RGB 32 GB,2699.8,"5,6800","2,16",4.218,Black,11.765,40.0
Kingston FURY Renegade 32 GB,2899.8,"5,6400","2,16",4.531,Silver / Black,10.0,32.0
Kingston FURY Beast RGB 64 GB,3999.8,"5,5600","2,32",3.125,Black,14.286,40.0
Kingston FURY Renegade 32 GB,3492.8,"5,6400","2,16",5.457,White / Silver,10.0,32.0
Crucial Pro Overclocking 16 GB,1139.8,"5,6000","1,16",3.562,White,12.0,36.0
TEAMGROUP Elite 8 GB,359.6,"4,2666","1,8",2.248,Black,14.254,19.0
G.Skill Trident Z Neo 256 GB,12599.8,"4,3600","8,32",2.461,Silver / Black,10.0,18.0
Gigabyte AORUS 32 GB,,"5,5200","2,16",,Black,15.385,40.0
Crucial Ballistix 16 GB,,"4,3600","2,8",,Black,8.889,16.0
G.Skill Ripjaws M5 Neo RGB 32 GB,1839.8,"5,6000","2,16",2.875,White,12.0,36.0
OLOy WarHawk RGB 32 GB,,"4,3000","2,16",,Black / White,10.667,16.0
G.Skill Flare X5 96 GB,4799.8,"5,5600","2,48",2.5,Black,14.286,40.0
Corsair Dominator Titanium First Edition 64 GB,6579.8,"5,6600","2,32",5.14,White,9.697,32.0
Corsair CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2C3000C16W 16 GB,,"4,3000","2,8",,White / Black,10.667,16.0
Crucial Ballistix 8 GB,,"4,3600","1,8",,Black,8.889,16.0
G.Skill Trident Z5 RGB 64 GB,4799.8,"5,6400","2,32",3.75,Silver / Black,10.0,32.0
Corsair Vengeance RGB 32 GB,2759.8,"5,6000","2,16",4.312,Black / Silver,12.0,36.0
Klevv CRAS X RGB 32 GB,,"4,3200","2,16",,Black,10.0,16.0
Corsair Vengeance RGB Pro 128 GB,7636.2,"4,3200","4,32",2.983,Black,10.0,16.0
G.Skill Ripjaws M5 Neo RGB 64 GB,,"5,6000","2,32",,White,12.0,36.0
Corsair Dominator Platinum RGB 32 GB,3999.8,"5,7200","2,16",6.25,Black,9.444,34.0
G.Skill Flare X5 48 GB,2099.79,"5,5200","2,24",2.187,Black,15.385,40.0
Kingston Fury Renegade RGB 48 GB,,"5,8000","2,24",,Black / Red,9.0,36.0
Kingston ValueRAM 8 GB,482.6,"4,3200","1,8",3.016,,13.75,22.0
G.Skill Ripjaws S5 64 GB,2859.8,"5,5200","2,32",2.234,Black,13.846,36.0
G.Skill Trident Z5 64 GB,5219.6,"5,6000","2,32",4.078,Black,10.0,30.0
Timetec PINNACLE Konduit 64 GB,,"4,3200","2,32",,Black,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,1959.8,"5,6000","2,16",3.062,Silver / Black,12.0,36.0
Kingston FURY Beast RGB 64 GB,3559.6,"4,3600","2,32",2.781,Black,10.0,18.0
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3200","2,8",,Red,10.0,16.0
G.Skill Ripjaws M5 RGB 64 GB,4599.8,"5,6400","2,32",3.594,Black,10.0,32.0
G.Skill Ripjaws M5 Neo RGB 64 GB,,"5,6000","2,32",,Black,9.333,28.0
Corsair Vengeance 32 GB,2199.79,"5,5600","2,16",3.437,Gray,12.857,36.0
Patriot Viper Elite II 16 GB,879.8,"4,3200","2,8",2.749,Red / Black,11.25,18.0
Klevv CRAS V RGB 32 GB,,"5,6400","2,16",,Black,10.0,32.0
G.Skill Trident Z5 RGB 32 GB,4203.0,"5,6000","2,16",6.567,White / Black,10.0,30.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,6400","2,16",5.625,Gold,9.375,30.0
Lexar Ares RGB 16 GB,,"4,3866","2,8",,White,9.312,18.0
Corsair Vengeance RGB Pro 32 GB,4560.0,"4,3200","2,16",7.125,White,10.0,16.0
Kingston FURY Beast 32 GB,1958.8,"5,5200","1,32",3.061,Black,15.385,40.0
Patriot Viper Steel 8 GB,619.6,"4,3200","2,4",,Silver / Black,10.0,16.0
Kingston HyperX Fury 4 GB,,"4,2666","1,4",,Black / Silver,12.003,16.0
TEAMGROUP Elite Plus 16 GB,,"4,3200","2,8",,Black / Gold,13.75,22.0
Corsair Vengeance RGB 32 GB,2439.79,"5,6000","2,16",3.812,Black,13.333,40.0
Corsair Vengeance RGB 32 GB,2210.2,"5,5600","2,16",3.453,White / Gray,14.286,40.0
Kingston FURY Beast RGB 16 GB,,"5,6000","1,16",,Black,10.0,30.0
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Black / Silver,12.5,10.0
Crucial Ballistix 32 GB,,"4,3600","2,16",,Black,8.889,16.0
G.Skill Trident Z RGB 8 GB,,"4,3200","1,8",,Black,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,2419.6,"5,6400","2,16",3.781,Silver / Black,10.0,32.0
G.Skill Trident Z 32 GB,3465.0,"4,3200","2,16",5.414,Black / White,10.0,16.0
Corsair Vengeance 48 GB,2819.8,"5,5600","2,24",2.937,Black,14.286,40.0
G.Skill Flare X5 32 GB,1699.8,"5,5200","2,16",2.656,Black / White,13.846,36.0
Kingston FURY Renegade 32 GB,4726.6,"5,8000","2,16",7.385,Silver / Black,9.5,38.0
Kingston FURY Beast 16 GB,1490.6,"4,3200","1,16",4.658,Black,10.0,16.0
Corsair Vengeance RGB RS 64 GB,,"4,3600","2,32",,Black,10.0,18.0
Corsair Vengeance RGB Pro SL 32 GB,2819.8,"4,3600","4,8",4.406,White,10.0,18.0
TEAMGROUP T-Force Vulcanα 32 GB,3148.6,"5,6000","2,16",4.92,Black / Silver,12.667,38.0
Corsair Vengeance 64 GB,3919.8,"5,6000","2,32",3.062,Gray,13.333,40.0
G.Skill Trident Z Royal 64 GB,3999.8,"4,3600","2,32",3.125,Silver,10.0,18.0
Corsair Vengeance RGB 32 GB,2759.8,"5,6000","2,16",4.312,White / Silver,12.0,36.0
Patriot Viper Elite 5 RGB 32 GB,,"5,6200","2,16",,White,13.548,42.0
Patriot Viper Elite 5 RGB 96 GB,5499.8,"5,6000","2,48",2.864,White,14.0,42.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3200","2,16",,Black,10.0,16.0
G.Skill Ripjaws M5 RGB 64 GB,3099.8,"5,5200","2,32",2.422,Black,15.385,40.0
Kingston FURY Impact 32 GB,1839.8,"5,5600","2,16",2.875,Black,14.286,40.0
Kingston FURY Beast 64 GB,4140.0,"5,6000","2,32",3.234,White,12.0,36.0
G.Skill Ripjaws V 128 GB,5199.8,"4,2666","4,32",2.031,Black,13.503,18.0
TEAMGROUP T-Force Delta RGB 64 GB,,"4,3600","2,32",,White,10.0,18.0
Corsair Vengeance 32 GB,3198.0,"5,7000","2,16",4.997,Gray,9.714,34.0
G.Skill Trident Z5 RGB 32 GB,2799.8,"5,7200","2,16",4.375,Silver / Black,9.444,34.0
Crucial CT8G4DFD824A 8 GB,400.79,"4,2400","1,8",2.505,Green,14.167,17.0
Kingston FURY Beast 32 GB,3014.8,"4,3200","4,8",4.711,Black,10.0,16.0
Acer Predator Pallas II 32 GB,,"5,6000","2,16",,Silver,10.0,30.0
Kingston FURY Impact 64 GB,3399.8,"5,5600","2,32",2.656,Black,14.286,40.0
Crucial CT2K16G48C40S5 32 GB,1421.2,"5,4800","2,16",2.221,Black,16.667,40.0
Kingston Fury Renegade RGB 96 GB,6399.8,"5,6000","2,48",3.333,Silver / Black,10.667,32.0
Corsair Vengeance RGB Pro 32 GB,2033.4,"4,3000","2,16",3.177,Black,10.667,16.0
Patriot Viper Elite II 16 GB,959.8,"4,4000","1,16",2.999,Red / Black,10.0,20.0
Kingston Server Premier 64 GB,4180.0,"4,3200","1,64",3.266,,13.75,22.0
Kingston FURY Beast 8 GB,898.8,"4,3600","1,8",5.617,Black,9.444,17.0
Corsair Dominator Platinum RGB 16 GB,1919.8,"4,3600","2,8",5.999,Black,10.0,18.0
Klevv BOLT V 32 GB,,"5,6400","2,16",,Black,10.0,32.0
Corsair Vengeance 48 GB,3599.8,"5,7000","2,24",3.75,Black,11.429,40.0
G.Skill Trident Z5 RGB 96 GB,4799.8,"5,5600","2,48",2.5,Black,14.286,40.0
Corsair Vengeance LPX 16 GB,1039.8,"4,2933","2,8",3.249,Black / Yellow,10.91,16.0
G.Skill Ripjaws S5 32 GB,1759.8,"5,5600","2,16",2.75,White,12.857,36.0
Kingston FURY Renegade 32 GB,3999.8,"5,7200","2,16",6.25,White / Silver,10.556,38.0
Kingston KVR16N11/8 8 GB,487.2,"3,1600","1,8",3.045,Green,13.75,11.0
Silicon Power SP032GBSVU560F22 32 GB,1499.8,"5,5600","2,16",2.343,Black,16.429,46.0
Corsair Vengeance LPX 64 GB,,"4,2666","2,32",,Black / Yellow,12.003,16.0
TEAMGROUP Xtreem 32 GB,3799.8,"5,8000","2,16",5.937,Black,9.5,38.0
G.Skill Ripjaws S5 96 GB,4799.8,"5,5600","2,48",2.5,Black,14.286,40.0
Corsair Vengeance RGB Pro SL 32 GB,2819.8,"4,3200","2,16",4.406,Black,10.0,16.0
Corsair Vengeance RGB 32 GB,3019.8,"5,7000","2,16",4.718,Black / Silver,11.429,40.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,1059.8,"4,3600","2,8",3.312,White,10.0,18.0
G.Skill Trident Z RGB 32 GB,,"4,3200","2,16",,Black,8.75,14.0
Apacer Panther-Golden 8 GB,,"4,2666","1,8",,Black / Gold,12.003,16.0
Klevv CRAS V RGB 64 GB,,"5,6400","2,32",,Black,10.0,32.0
Klevv CRAS V RGB 48 GB,,"5,6000","2,24",,White,10.0,30.0
G.Skill Ripjaws V 32 GB,1399.6,"4,2666","2,16",2.187,Red,11.253,15.0
TEAMGROUP T-Create Expert 48 GB,3379.8,"5,7200","2,24",3.521,White,9.444,34.0
G.Skill Zeta R5 Neo 192 GB,25599.8,"5,6400","4,48",6.667,Black,10.0,32.0
Corsair Vengeance 64 GB,3919.8,"5,6000","2,32",3.062,White / Gray,13.333,40.0
Biwin Black Opal DW100 RGB 32 GB,,"5,8200","2,16",,Black,8.78,36.0
G.Skill Flare X 16 GB,,"4,3200","2,8",,Black,8.75,14.0
